,title,company,location,summary,mean_salary
218,remote technical business analyst,Oscar Technology,Manchester•Remote,"the technical business analyst would typically handle all of the best parts of a traditional digital business analyst, in terms of working with clients on the…",47500.0
219,junior data analyst,Searchability,Manchester,"you will join our growing data team, ensuring data quality, tracing and investigating issues as well as building and modifying reports.",24000.0
221,bi analyst x 3,Adria Solutions,Manchester•Temporarily Remote,"develop solutions that connect to a variety of on- and off-premise data sources, ensuring data is optimised to meet requirements for business and technical use…",50000.0
226,mi manager / senior data analyst,Oscar Technology,Manchester,"advantageous - any experience in managing / mentoring other analysts.this is the key thing we are looking for, but we are also looking for experience…",45000.0
228,it business analyst,Middletons Assured Talent,Manchester•Remote,at least 3 to 5 years experience working as a business analyst within a corporate environment.experience of process modelling techniques/ notations such as uml…,50000.0
232,commercial data analyst,Paul Boardman Associates,St Liverpool,they wish to appoint a commercial data analyst (excel guru) to join their growing team.*.supporting the sales teams with quotes and pricing.,31000.0
233,senior data analyst,Oscar Technology,Leeds,manage & enhance the data models.utilise data to conclude actionable insights.this is the key thing we are looking for but we are also looking for experience…,50000.5
236,senior sales analyst,net-recruit,Manchester•Remote,"demonstrable experience of using data to enable sales teams to achieve and exceed objectives.work with product teams to influence roadmap development,…",50000.0
240,data and it analyst,Searchability,Altrincham,"most of the time you will be concentrating on data management example importing data, deduplicating and manipulating data.we need you to have….",22000.0
241,marketing analyst,Zen,Manchester OL11 1RY,"very comfortable with data, especially getting into the details.deriving actionable insight from zen’s proprietary data to identify opportunities and optimize…",36000.0
243,cyber operations analyst,Barclay Simpson,Manchester,"in order to be successful in this position, you must have exceptional data analysis skills, including the ability to analyse technical data sets.",60000.0
248,marketing data analyst,Alex James Digital,Manchester•Temporarily Remote,"highly analytical with the ability to turn data into actionable results._seek important data trends from product, category and brand sales performance_.",35000.0
251,business intelligence analyst,Jobwise,Manchester,"proven experience working with power bi (or equivalent data visualisation tool).work with marketing team to develop, monitor and interpret data and ongoing…",29000.0
252,business analyst,Nigel Frank International Limited,Manchester,"for this exciting new role, we are looking for experienced business analyst's with expert level sql experience; building scripts using data, and using…",45000.0
255,bi solutions developer,Axa,Manchester BL6 4SD,"advanced data management skills and experience, including the application of data protection and data ethics skills into hr reporting.",50000.0
256,business intelligence lead,Harnham,Manchester•Remote,"understand end to end data management interactions and dependencies aLondon complex data pipelines and models, as well as the way in which they impact data &…",95000.0
257,hr reporting & analytics analyst,Chubb,Manchester BB1 2PR,"strong data analysis, data visualisation and presentation skills.the ability to problem solve, develop solutions and opportunities based on findings in the…",30000.0
259,data analytics engineer,Adria Solutions,Manchester•Temporarily Remote,"develop solutions that connect to a variety of on and off-premise data sources, ensuring data is optimized to meet requirements for business and technical use…",55000.0
261,business insight analyst,Agility Resourcing,Manchester WA1 1HL•Remote,using industry knowledge to help interpret data and improve performance.building systems and processes to transform raw data into actionable insights.,29500.0
267,"data analyst - excel, power bi/business objects - Manchester",Michael Page UK,Manchester,leading from an analysis & reporting perspective to drive continual improvement of data systems and third party sources.full benefits available upon request.,25500.0
268,business analyst,Footasylum,Manchester•Temporarily Remote,"as a business analyst, you would be first and foremost a member of the product and delivery teams – working with product managers, business analysts and…",52500.0
269,data analytics measurement lead,Elpida Consult,Manchester•Temporarily Remote,"simplifying complex data/measurement complex for non-technical audiences.support research consultants on measuring qualitative and quantitative research (sus,…",45000.0
277,senior paid media analyst,The Candidate,Manchester,drive projects that will reshape how data is used to drive growth.experience with data visualisation tools such as tableau or power bi.,55000.0
279,graduate fp&a analyst / finance business partner,Butler Rose Ltd,Manchester•Remote,advanced excel / data modelling skills.previous experience of data analysis / manipulation would be useful.using data to the organisation’s best advantage to…,24000.0
282,lead growth analyst,Harnham,Manchester,using your own expertise to come up with innovative solutions to solve potential problems on the data that is gathered.,65000.0
283,research analyst/trainee,TLF Research,Leeds HD4,"collate, consolidate and manage data from multiple sources.to take responsibility for all aspects of internal project management of a number of projects,…",19000.0
284,senior credit risk analyst - manchester,Consult RPM,Manchester,"analysing and processing large volumes of data.analysis and interpretation of retrospective bureau data.creating the risk data structure used for modelling,…",55000.0
287,bi developer,Harnham,Leeds,"formulate techniques to ensure data within the data asset is consistently maintained, ensuring high levels of data quality.",52500.0
290,business intelligence analyst,Harnham,Manchester•Remote,collaborating with other members of the data and revenue teams.work with a number of sources including marketing and customer data.,42500.0
292,fp&a analyst / finance business partner,Butler Rose Ltd,Manchester•Remote,"using data to the organisation’s best advantage, telling the story behind the numbers & being able to translate this into future plans.",37500.0
297,senior insight analyst,Harnham,Manchester,working closely with advanced analysts including data scientists to help predict customer behaviour to optimise customer targeting strategies.,40000.0
300,senior product analyst,Harnham,Manchester•Remote,"you will benefit from fantastic ownership, development/learning, collaborative environment, and plus they offer very good equity options within the business.",55000.0
303,bi developer,Adria Solutions,Manchester•Temporarily Remote,understanding of data warehouse structures.strong knowledge of reporting data structures and design.providing expertise in using and developing the reporting…,55000.0
305,customer insight analyst,Harnham,Manchester,data extraction and manipulation using sql to draw key insights from data from millions of rows of data.experience of analysing customer data and using this…,32500.0
306,power bi developer,ATC Recruitment,Manchester•Remote,knowledge of data architecture and data warehouses.atc recruitment is currently looking for a *bi developer* for a 12 month fixed term contract.,33313.5
310,"business analyst - sql, etl - manchester - gbp53, 000",Nigel Frank International Limited,Manchester+1 location,"for this exciting new role, we are looking for experienced business analyst's with expert level sql experience; building scripts using data, and using…",48250.0
321,senior analyst - credit risk model validation,Harnham,Manchester,"our client, a top-tier bank is looking for a quantitative senior credit risk analyst responsible for model validation to monitor and validate irb, ifrs9 models,…",50000.0
322,power bi consultant,Nigel Frank International Limited,Manchester•Remote,etl for data cleansing/ quality - 1/2 years of experience.power bi and dax - 3 years of experience.ssis - 1/2 years of experience.,47500.0
324,bi consultant,Nigel Frank International Limited,Manchester,developing proof of concepts and agreeing on the best solution for the business.implementing and developing green field solutions.,50000.0
325,senior power bi developer,Talent International,Manchester•Temporarily Remote,"maintain confidence in the data as a single source of truth by ensuring data are up to date, reliable, consistent and coherent.",52500.0
331,senior business analyst,Sopra Steria,Manchester M5,produce quality assured analyst documentation to agreed standards in line with the organisations project methodology.,50000.0
332,business intelligence consultant,Nigel Frank International Limited,Manchester•Remote,"they are seeking to welcome a passionate bi consultant to their rapidly growing team, who is enthusiastic about learning, personal development and building…",50000.0
334,specialist information analyst nhs afc: band 7,St Liverpool & Knowsley Teaching Hospitals,St Liverpool,"have a thorough understanding of nhs data sources, data definitions and data flows.utilise traditional data and wider resources including published literature,…",42948.0
335,specialist business intelligence analyst nhs afc: band 7,St Liverpool & Knowsley Teaching Hospitals,St Liverpool,"have a thorough understanding of nhs data sources, data definitions and data flows.this will involve running data quality checks and producing new data quality…",42948.0
336,test analyst (business process testing),Momentum Security Recruitment,Manchester+2 locations•Remote,"understanding of data creation and manipulation for testing.generate the necessary test data for different stages of testing.job types: full-time, permanent.",26000.0
341,graduate credit control / billing analyst,Servoca Nursing and Care,Manchester,outstanding data analysis and data manipulation skills.the company is now seeking a strong and versatile graduate billing analyst who has sound data…,21500.0
342,cro analyst,Buy It Direct,Leeds HD2 1UA,"experience of using data studio, google sheets and other data curating platforms.working knowledge of excel formulas and pivot tables to generate data views.",35000.0
343,bi report developer,"Wrightington, Wigan and Leigh Teaching Hospitals...",Wigan WN1 1XX,"knowledge of health informatics and nhs data structures is desirable.the developer will develop, implement and maintain systems to ensure the efficient and…",35666.5
344,business test analyst,Momentum Security Recruitment,Manchester•Remote,"understanding of data creation and manipulation for testing.generate the necessary test data for different stages of testing.job types: full-time, permanent.",25000.0
346,senior bi developer,Oscar Technology,Manchester,data modelling - normalised data models and dimensional data models.design user requirement and specifications - in conjunction with business analysts.,47500.0
351,bi team lead,Maxwell Bond,Manchester•Temporarily Remote,this is the perfect opportunity for any data driven individuals with a nurturing personality to guide the team through an exciting period of change.,37000.0
366,bi team lead,Maxwell Bond,Manchester•Temporarily Remote,"you will need a good background in bi, customer insights or a similar data-focused position, and proven team management capabilities.",37000.0
536,data analyst coach,Newtons Recruitment,Manchester•Remote,"support, motivate & develop students / data analysts.picture a job role where you can pass on your skills, knowledge & experience to fellow data analysts.",42500.0
670,bi report developer,"Wrightington, Wigan and Leigh Teaching Hospitals...",Wigan WN1 1XX,knowledge of health informatics and nhs data structures is desirable.the team is embarking on an exciting and transformational project that involves migrating…,35666.5
675,data analyst coach,Newtons Recruitment,Manchester•Remote,"support, motivate & develop students / data analysts.by applying, you consent to newtons recruitment using your personal data to contact you regards this role.",42500.0
748,research analyst - edinburgh,Vaarst,Edinburgh EH1 3EG,"provide timely and consistent data, analysis, and updates to the management team in order to facilitate data-based decision making.",45000.0
750,analyst - b3 - winter 2021-22 (id2021-1407),Scottish Government,Edinburgh,"monitor key data releases and external comments and publications in relevant areas.analytical evidence - knowledge of data analysis, potentially including…",43188.5
754,risk analyst,TSB Banking,Edinburgh,"salary: up to £30,000, plus flexible benefit cash fund and generous package.we are looking for analysts to help deliver capital and impairment reporting for…",29999.5
758,economic or socioeconomic analyst position,Ingentium Limited,Edinburgh EH6 7EL,perform qualitative and quantitative data analysis and evaluation;collate and interpret fragmented economics data in support of client projects;,23000.0
766,risk models - senior analyst,TSB Banking,Edinburgh,"ability to apply numerical techniques to data and interpret trends.have experience of sas, sql or something similar to manipulate and analyse data.",29999.5
768,business analyst,Aegon,Edinburgh•Temporarily Remote,proven track record of working in a similar business analyst role with a strong exposure to working with test teams and data.,42200.0
770,data & analytics - internship,NatWest Group,Edinburgh,"and data science allows us to apply statistics, computer science and problem solving skills together with strong research methods to test, learn and optimise…",21500.0
776,controls assurance analyst,Aegon,Edinburgh,"strong data analysis with proficiency in using microsoft office suite including excel and powerpoint.risk event management, oversight and governance aLondon…",32450.0
784,lead financial analyst,Aegon,Edinburgh•Temporarily Remote,analyse financial data and define the relevant information including interpreting the data or the purpose of determining past financial performance or project…,68100.0
785,graduate data analyst,GWG Associates,Edinburgh,"ability to investigate data, find trends, forecast performance and provide insightful.your day to day will consist of…….it’s a bonus if you have!",23000.0
796,investment operations analyst - graduate opportunity,HRC Recruitment,Edinburgh•Temporarily Remote,experienced in using excel for data analysis.3-6 month fixed term contract*.responsibility of processing and settlement of financial transactions made to…,21000.0
797,"senior risk analyst, model oversight",TSB Banking,Edinburgh,​ be aware of the data quality issues as related to data used in model development and use.​ manage a knowledge base of all source data that will be used by…,29999.5
800,senior customer insight analyst - edinburgh,Motability Operations Ltd,Edinburgh EH12 9EB,thorough understanding of all appropriate data regulations and gdpr.strong analytical skills and understanding of customer data and databases.,39500.0
810,senior credit risk analyst,TSB Banking,Edinburgh,use tools such as sas and excel at an advanced level to manipulate and interrogate data from a wide variety of large datasets.a keen eye for detail.,39999.5
852,support analyst-student applications & data team,Heriot Watt University,Edinburgh,"this will improve the student's online experience, and support a range of new offerings from the university including fully online programmes, short courses,…",24594.0
856,business analyst,Momentum Security Recruitment,Edinburgh•Remote,collection and analysis of data to support management decisions.previous experience as a business analyst with a successful track record of delivering required…,35000.0
858,data analytics consultant - edinburgh or glasgow (financial...,MBN Recruitment Solutions,Edinburgh,about the role no job description…,65000.5
860,data analyst – ftc,Time Recruitment Services,Edinburgh,"t-sql / excel / vba and data modelling experience • working knowledge of business analysis techniques: in particular, business process modelling, requirements…",27500.0
861,business analyst,Be-IT Resourcing,Edinburgh,"demonstrate success in a similar business analyst role.have agile experience, or at least solid understanding of principles.",55000.0
869,senior credit risk analyst,Harnham,Edinburgh,"£28,000-£38,000 + private medical insurance + 10-12% bonus.work on capital and impairment model forecasts.provide input and analysis to the credit risk team.",33000.0
882,bi consultant,Nigel Frank International Limited,Edinburgh,"my client are an award winning, microsoft gold partner, fast growing consultancy.they are looking for a bi consultant.end to end dwh solutions.",50000.0
890,business test analyst,Momentum Security Recruitment,Edinburgh•Remote,"understanding of data creation and manipulation for testing.generate the necessary test data for different stages of testing.job types: full-time, permanent.",25000.0
893,bi developer - edinburgh & london,Nigel Frank International Limited,Edinburgh,maintain and support data warehouse and bi reporting platform.are you talented and detail-oriented business intelligence developer looking for a new exciting…,47500.0
894,business intelligence developer,Nigel Frank International Limited,Edinburgh,my client is a renowned fashion retail business embarking on an exciting new project to re-platform their current bi systems to their cloud service provider.,40000.0
897,bi consultant,Nigel Frank International Limited,Edinburgh,developing proof of concepts and agreeing on the best solution for the business.implementing and developing green field solutions.,50000.0
906,bi developer - edinburgh & london,Nigel Frank International Limited,Edinburgh,maintain and support data warehouse and bi reporting platform.engage with stakeholders to ensure successful implementation of bi in line with the requirements.,47500.0
907,business intelligence developer,Nigel Frank International Limited,Edinburgh,"supporting and maintaining the existing bi reporting platforms.develop and manage the full project lifecycle (gathering business requirements, assessing needs…",40000.0
909,test analyst (business process testing),Momentum Security Recruitment,Edinburgh•Remote,"understanding of data creation and manipulation for testing.generate the necessary test data for different stages of testing.job types: full-time, permanent.",26000.0
922,business intelligence developer,Nigel Frank International Limited,Edinburgh,supporting and maintaining the existing bi reporting platforms.determining practical solutions for both business and technical processes.,47500.0
997,business intelligence developer,Nigel Frank International Limited,Edinburgh,my client is a renowned fashion retail business embarking on an exciting new project to re-platform their current bi systems to their cloud service provider.,47500.0
999,test analyst (business process testing),Momentum Security Recruitment,Edinburgh•Remote,understanding of data creation and manipulation for testing.generate the necessary test data for different stages of testing.salary: £25k - £27k*.,26000.0
1498,data analyst,Christians Against Poverty,Leeds,the data insight analyst is passionate about the role of data to inform both operations and strategy.the supporter insight & data team equips the fundraising…,29531.5
1501,data analyst trainer,Estio Training,Leeds•Remote,"estio training are looking to recruit a data analyst trainer.as a data analyst trainer, you will be responsible for working as one strong team delivering and…",65000.0
1505,commercial analyst,ERS Medical Limited,Leeds LS10 1AD,"analyse the data being produced.understand cost implications of activity data.analyse data from new contracts on a monthly, 6 monthly and annual basis, to…",19500.0
1506,research analyst - uk social and economic policy,Ecorys,Leeds LS1,"this includes developing research questions and analysis plans, designing and implementing data collection (e.g. surveys), and undertaking statistical analysis …",22250.0
1507,data analyst,Anchor,Leeds•Remote,"be proficient in the use and management of complex relational databases with excellent analytical and numerical skills, and ability to critically examine data…",27500.0
1508,business analyst,Impression Recruitment,Leeds,"excel analysis of internally generated data.confident excel user with an appreciation of efficient data manipulation.job types: full-time, permanent.",24500.0
1509,data quality & compliance analyst,YPO,Leeds WF2 0XE•Temporarily Remote,"developing and implementing data audits and analysing data on a regular basis to ensure data standards are being adhered to.job types: full-time, permanent.",36309.0
1510,senior business intelligence analyst,University of Leeds,Leeds,the business intelligence and data analytics team provide high quality data visualisations and analysis to help answer key institutional questions and enable…,37615.5
1511,enterprise risk analyst,Leeds Building Society,Leeds,this role will support the maintenance of the society's enterprise risk management framework to ensure it remains aligned with industry good practice /…,32000.0
1512,apprentice public health intelligence analyst - grade b1 - l...,North Leedsshire County Council,Leeds LS2 7DJ,"extract data from datasets, then undertake data analysis and interpretation.data analysis, architecture and data cleansing.",19315.5
1513,text analyst / data scientist,Health & Safety Executive,Leeds•Remote,"previous experience as a text analyst, data scientist, or other similar role.have worked in a data science field for a minimum of two years.",42599.5
1519,business intelligence analyst,Leeds Building Society,Leeds,"you will also support the use of predictive analytics, data discovery, and visual analytical solutions as new strategic capabilities for the society.",33000.0
1521,data analyst,Corecom Consulting,Leeds,"this platform will enable their clients to understand their customer data and build personalised strategies focused on predictive analytics, machine learning…",35000.0
1523,data analyst,Hermes,Leeds,"2+ years working with data (i.e. quantitative analysis experience, manipulating and analysing data and creating analytical reports).",33000.0
1528,operations analyst,Aviva,Leeds•Remote,our team provides the slt with performance reporting and business insight to enable them to run their operations optimally; as well as being responsible for the…,22500.0
1534,research data analyst,University of Leeds,Leeds,they will have experience of analysing large datasets; a thorough understanding of statistical principles and working experience of statistical techniques (e.g.…,37615.5
1535,business analyst,Pure Retirement,Leeds,understanding of data warehousing and been involved in projects to building data warehouse capabilities.37.5 hours per week (hours of work will be flexible and…,37500.0
1538,business intelligence lead,University of Leeds,Leeds,"you will have lead responsibility for a group of analysts and for the development of suites of business intelligence reports aLondon a number of key themes,…",46222.5
1539,data analyst,Pareto Law,Leeds+2 locations,effectively evaluate and analyse data.ensure that company data is record accurately and is correct.work as part of a team to evaluate and analyse key data…,26500.0
1543,sales pricing analyst,Nestlé,Leeds,"instigate timely periodic update and annual review of investment components, including an active feed into the market trade terms committee - preparing analysis…",38500.0
1546,junior data analyst x 2 (sql),Interface Recruitment,Leeds,salary c£22k depending on skills and experience plus generous benefits package.you must have sound microsoft sql server (or equivalent) experience and…,22000.0
1550,data analyst,Sanderson Recruitment Plc,Leeds•Remote,"you will manipulate, analyse and interpret data sets relating to the client’s business and create data dashboards, graphs and visualisations.",32500.0
1552,customer service analyst,Hermes,Leeds,analyse different sources of data to understand client contact behaviour and make recommendations on training requirements by client based on this data.,32000.0
1554,data analyst and software developer apprenticeship trainer,The Skills Network,Leeds,"working hours: 37.5 hours per week.contract type: full-time, permanent.this trainer will be responsible for the delivery of high-quality teaching, learning…",65000.0
1557,revenue management analyst,Northern Trains,Leeds•Remote,maintain the system reference data that assists in revenue managing northern trains.provide regular and ad-hoc data analysis using management information…,31000.0
1560,forecasting analyst - debt operations,Christians Against Poverty,Leeds,"the role of the forecasting analyst is vital to the successful improvement of our debt service operation, specialising in data analysis and forecasting.",29531.5
1568,sql data support analyst,Bartec Municipal Technologies,Leeds S75 1JN•Temporarily Remote,collating and managing data requirements specifications.creating suitable import packages using t-sql to process data received.temporarily due to covid-19.,24500.0
1569,bi analyst,TRC Group,Pudsey,they are currently looking for a bi analyst to provide high quality reporting & data insight aLondon the organisation.,35000.0
1575,357 - data analyst job opportunity,Interface Recruitment,Leeds,"we need a presentable and highly organised individual, with excellent attention to detail and a methodical approach to their work including a logical approach…",35000.0
1576,2nd line customer support analyst.,thebigword,Leeds•Temporarily Remote,"database management, data analysis, reporting, operating system configuration.not specified | permanent, full-time.itil foundation certificate or equivalent.",27500.0
1578,pricing analyst,Harnham,Leeds,"develop data-driven pricing strategies and pricing models through data analysis.analyse large data sets using sas and sql.open plan, fin-tech office space.",40000.0
1580,apprentice: business intelligence,City of Leeds Council,Leeds YO1 6GA,"updating data held in key databases in an accurate and timely way.the ideal candidate will have excellent communication skills, a passion for data and an…",12656.0
1582,"data analyst - excel, google analytics - leeds",Michael Page UK,Leeds,"minimum 2 years' experience in a data analyst/marketing analyst role.deliver data solutions (selections, data cleansing, customer contact history, data uploads…",23500.0
1583,data analyst apprentice,QA Apprenticeships,Leeds LS28 6AT,build up experience in data analysis and how to use data effectively.some working knowledge of how to convert data into engaging visualisations.,19000.0
1585,operations analyst (12 months),Aviva,Leeds,our team provides the slt with performance reporting and business insight to enable them to run their operations optimally; as well as being responsible for the…,25000.0
1587,research analyst,Page Personnel - UK,Leeds,"preparing written summaries and updates, along with graphs and data, for weekly meetings with key stakeholders.",30500.0
1588,business analyst,Estabulo Rodizio Bar & Grill,Leeds WF1 2TS,collect data about company policies and workflows.use data modelling practices to analyse findings and create suggestions for improvements and change.,25500.0
1591,"hr systems analyst, fixed term (ref: lum30)",Luminate Education Group,Leeds LS3 1AA,"experience of data analysis, data manipulation and problem solving.provide user support and training as needed to enable colleagues to use the hr system and…",28124.0
1596,business intelligence analyst,Harnham,Leeds•Remote,collaborating with other members of the data and revenue teams.work with a number of sources including marketing and customer data.,42500.0
1597,bi analyst (production),Leeds Building Society,Leeds•Temporarily Remote,"as a bi analyst (production), you will contribute to the delivery of accurate, repeatable, relevant and timely reporting aLondon the society in line with agreed…",33000.0
1601,business intelligence manager,NHS Leeds Clinical Commissioning Group,Leeds,there will also be the requirement to have a working technical knowledge of sql data warehouses and have demonstratable experience of analysing complex data…,42948.0
1602,business analyst,Stroma Group,Leeds,stroma software is an in-house software development team that creates mobile data capture tools and provides data analysis services to a range of clients.,40000.0
1606,graduate analyst / digital marketing,Search Laboratory,Leeds LS16 6QG,"logical and data-driven mind.working with multiple technology, data, and creative partners.paid social and display are both rapidly evolving forms of digital…",20000.0
1607,principal information analyst,Leeds Hospital NHS Foundation Trust,Leeds,this is an outstanding opportunity for an experienced analyst where you will be expected to develop and lead on the automation of reports and coach/train staff.,42948.0
1611,lead market insight analyst (ref: lcc3159),Luminate Education Group,Leeds LS3 1AA,"have experience in a market insight role, ideally as a senior analyst.the team undertake a range of research analysis including brand perceptions pieces,…",28125.0
1612,business analyst,Anchor,Leeds BD1 2ST,"investigate, analyse and review existing business structures, processes, systems, data and information to identify detailed requirements, utilising a range of…",42000.0
1613,client analyst,Hermes,Leeds,"experience of working with data manipulation software such as powerbi, sap analytics cloud etc.strong analytical and numeracy skills, including the ability to…",33250.0
1614,business analyst,Transition Partners,Leeds,"transition partners are currently recruiting for a key client based close to leeds, ls1 2jz who are on the lookout for a permanent business analyst.",45000.0
1615,senior insight analyst,Datatech Analytics,Leeds,provide analysis of data from a variety of sources to deliver actionable and valuable insights.insight analyst - salary to £48k - plus benefits - hybrid…,48000.0
1616,senior data analyst | predominantly remote | £50k,Modis UK,Leeds•Remote,you will have to be able to pull data from multiple sources to create complex analytical models and leverage data for reporting.,55000.0
1621,business analyst apprentice,QA Apprenticeships,Leeds LS28 6AT,perspectives and assess how their interests are best managed.compare current and future state business situations to identify the changes required for business…,19000.0
1623,business analyst,Momentum Security Recruitment,Leeds•Remote,collection and analysis of data to support management decisions.previous experience as a business analyst with a successful track record of delivering required…,35000.0
1626,pricing analyst,Nigel Frank International Limited,Leeds,a minimum of 2 years work experience in a commercial role with an analytical base or in data-driven consulting roles.,37500.0
1627,business analyst,Stroma,Leeds WF5 9TJ,stroma software is an in-house software development team that creates mobile data capture tools and provides data analysis services to a range of clients.,40000.0
1628,pmo reporting analyst,Hermes,Leeds,there continues to be significant investment into it realising hermes’ vision of being a digital business with data being a significant enabler for the hermes…,31000.0
1631,business operations analyst,"TARCG, The Aviation Recruitment & Consulting Group",Leeds,"accountable for kpis & metrics aLondon our operational and customer journey, supporting data based decisions on operations strategy and taking responsibility for…",55000.0
1632,business support analyst,Liberty Global,Leeds•Temporarily Remote,liaise with the business to fix data quality and input issues.this role would suit a computer-savvy administrator who is familiar with creating process…,24000.0
1634,senior web insight analyst,Harnham,Leeds,this well-known travel company is looking for someone to join the marketing team to help develop digital data to drive business decisions.,42500.0
1636,prudential risk analyst,Leeds Building Society,Leeds•Temporarily Remote,"hours of work: monday to friday 9-5pm, flexible arrangements will be considered.you’ll perform assurance reviews over key areas of prudential risk, including…",40000.0
1637,hr systems analyst,Liberty Global,Leeds•Temporarily Remote,weekly data analysis leading to underlying data correction in workday and oracle.worked on previous data integration projects.temporarily due to covid-19.,40000.0
1641,business change analyst,IPS Group,Leeds,"as a business change analyst, you will be able to lead and facilitate workshops, have the confidence to lease with the stakeholders at all levels and the…",40000.0
1647,senior data analyst,Harnham,West Leedsshire,support strategic projects with analysis and insights using sql and power bi.advise on feasibility on cost-saving and logistics initiatives backed by robust…,37500.0
1649,data analysis and dev,Interface Recruitment,Leeds,work hours - hours of work 37.5 hours per week.interrogate sql database to produce management information analysing trends and patterns to help make business…,35000.0
1655,technical business analyst,BCT Resourcing,Leeds YO1,experience of data/system integration and a strong ability to identify dependencies.the role will have a 'hands-on' element for the investigation of technical…,50000.0
1660,senior data analyst,Hermes,Leeds,experience in using data to provide insight that allow for data decision making- using data to influence senior stakeholders to make the decisions that are…,37000.0
1661,software business analyst,InterQuest,Leeds,"commercial experience as a technical or software business analyst.our client are a leader in their sector, pioneering new technology and data science to tackle…",40000.0
1666,commercial finance analyst,Marks Sattin,Leeds,"as the commercial finance analyst, you will play an integral role working with the head of fp&a to support and challenge the business on sales performance.",33500.0
1669,mi analyst,Hermes,Leeds,demonstrable experience working with multiple data sources and an understanding of data modelling methodologies / analytical strategies.,39000.0
1670,international supply chain analyst,Michael Page UK,Leeds,"provide regular reporting (raw data extraction, formatting, and analysis) of scm data aLondon emea and apac regions.23 days holidays + bank holidays.",27500.0
1671,senior credit risk analyst,Leeds Building Society,Leeds,"you’ll write and run code to analyse data, interpret outcomes and make relevant recommendations based on your broader experience of credit management, lending…",36750.0
1672,business analyst,Marks Sattin,Leeds,"analytical experience in extracting and interpreting data into statistical information, and presenting back to business users.",45000.0
1673,bi consultant,Search Laboratory,Leeds LS16 6QG,experience using any data warehouse product (we use big query).tableau experience would be great – but proficiency with any other business intelligence…,35000.0
1676,reporting analyst,Interface Recruitment,Leeds,confident data driven decision making capabilities.covering many aspects of the business operation the reports will be viewed by both internal and external…,30000.0
1677,credit risk analyst - global leader,RecruitmentRevolution.com,Leeds,"£25,000 - £35,000 doe.reporting to the fss credit risk manager, you will be responsible for effectively managing credit risk through, credit limit reviews,…",30000.0
1680,bi developer,Oscar Technology,Leeds,"the company operate a hybrid working policy, you will need to work from the office on thursday's and the rest of the time the choice is yours.",42500.0
1682,risk & assurance analyst - fs industry,Page Personnel - UK,Leeds,work with the wider team and risk manager to provide oversight of adherence to internal processors and key regulation through a number of established risk and…,32000.0
1683,business intelligence analyst - newly formed bi function wit...,Interface Recruitment,Leeds,experience working with complex data structures.supporting strategic data and tool migration projects.working closely with senior management in order to…,30000.0
1684,f&a business analyst,Sopra Steria,Leeds WF3,"be and expert in information resources, understanding how systems, data flows and processes interact in areas of functional expertise extending to end to end.",23000.0
1687,business analyst (business intelligence team) data warehouse...,Interface Recruitment,Leeds,"working closely with the data governance team and ensure data governance principles underpin all business process, changes, and new requests.",42500.0
1689,mi and reporting analyst,Interface Recruitment,Leeds,confident data driven decision making capabilities.covering many aspects of the business operation the reports will be viewed by both internal and external…,27500.0
1690,fp&a analyst,Cognisant,Leeds,"highly regarded property developer is looking to recruit a fp&a analyst to operate as an integral role within the finance team.job types: full-time, permanent.",52500.0
1691,senior customer analyst,Harnham,Leeds,be data and technically literate.offering leadership to the team and support in other analysts' development.have experience in customer insights data analysis…,37500.0
1692,business analyst - software / agile,Searchability,Leeds•Remote,"duties will include (but are not limited to) all aspects of business analysis including requirements gathering, stakeholder management, documentation through…",40000.0
1693,power bi developer - ftc,Oliver James Associates,Leeds,we are looking for an experienced power bi developer to join a reputable financial services business on a 9 month fixed term contract.,85000.0
1696,systems analyst - business systems,Interface Recruitment,Leeds,good numerical and data analysis skills.prepare data protection impact assessments (dpias) for existing and proposed systems.work hours - mon-fri (9-5).,29000.0
1697,fp&a analyst / finance business partner,Butler Rose Ltd,Leeds•Remote,"using data to the organisation’s best advantage, telling the story behind the numbers & being able to translate this into future plans.",40000.0
1699,business analyst,Interaction Recruitment,Leeds,"technical aptitude and understanding of apis and data transformation, ideally.model supplier apis into the product, understanding nuances of the background…",37500.0
1701,lecturer/assistant professor in business analytics and artif...,University of Leeds,Leeds,"ideally, the candidate must have technical skillsets such as data analytics, modelling and simulation and have prior knowledge of using relevant software…",42967.5
1703,lead bi engineer,Hermes,Leeds,attending and contributing to data design authority workshops to ensure that any data deliverables align with the enterprise data model.,56500.0
1704,ifrs 17 ireland accounting data analyst,Aviva,Leeds,own & coordinate the delivery of accounting data requirements aLondon various project workstreams.excellent analytical skills and pro-active drive to identify…,54000.0
1707,insight analyst,Harnham,Leeds,they implement innovative technology and analytics to help them improve customer understanding and relationships.,32500.0
1708,production analyst,2fawcett Recruitment,Leeds,"maintenance of critical product and manufacturing data.as the production analyst you will analyse, manage and implement data-driven procedures and support…",25000.0
1709,business systems analyst - global manufacturer - cycle170,Interface Recruitment,Leeds,"support, maintain and develop our data warehouse, reporting and business intelligence sql server environment.planning and working flexibly to a deadline.",25000.0
1712,reporting financial/it analyst - nr Leeds 833,Interface Recruitment,Leeds,"this very well established sme level health/medical solutions organisation, require a systems/financial analyst to help provide reports, continuous bi/mi and…",22500.0
