,title,company,salary,location,summary
4455,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4456,Data Science Team Leader,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4457,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
You have a strong track record, evidenced by publications in high impact journals, in applying quantitative methods to the design, conduct and analysis of…
"
4458,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
4459,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4460,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
4461,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4462,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4463,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4464,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
The successful candidate will have an established expertise and research trajectory in using and/or developing state of the art methods within the broader data…
"
4465,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Exposure to working with large, complex and messy data sets as well as different ways to handle and store data efficiently and effectively.
"
4466,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4467,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The Longitudinal Health and Wellbeing NCS (LHW NCS) is coordinating a UK-wide team conducting analyses of population-based longitudinal studies linked to…
"
4468,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
"
4469,newMachine Learning Engineer,Harnham,"£60,000 - £70,000 a year",Cardiff,"
The role involves using machine learning to derive insight from unstructured mass text data to feed information to their AI platform for external clients.
"
4470,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4471,Data Science Team Leader,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4472,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
You have a strong track record, evidenced by publications in high impact journals, in applying quantitative methods to the design, conduct and analysis of…
"
4473,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
4474,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4475,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
4476,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4477,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4478,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4479,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
The successful candidate will have an established expertise and research trajectory in using and/or developing state of the art methods within the broader data…
"
4480,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Exposure to working with large, complex and messy data sets as well as different ways to handle and store data efficiently and effectively.
"
4481,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4482,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The Longitudinal Health and Wellbeing NCS (LHW NCS) is coordinating a UK-wide team conducting analyses of population-based longitudinal studies linked to…
"
4483,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
"
4484,newMachine Learning Engineer,Harnham,"£60,000 - £70,000 a year",Cardiff,"
The role involves using machine learning to derive insight from unstructured mass text data to feed information to their AI platform for external clients.
"
4485,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4486,Data Science Team Leader,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4487,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
You have a strong track record, evidenced by publications in high impact journals, in applying quantitative methods to the design, conduct and analysis of…
"
4488,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
4489,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4490,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
We pledge ""to prove IT can make a real difference to our customer's businesses"".
We work hard to ensure we understand what our customers need from their…
"
4491,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4492,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4493,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4494,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
It also established the Jean Golding Institute, which is the central hub for data science and data-intensive research at the University of Bristol.
"
4495,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Our engineers, developers and data scientists share a passion for innovation and are dedicated to providing our customers with solutions that enable new…
"
4496,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4497,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The UK’s Chief Scientific Officer, Sir Patrick Vallance, established the COVID-19 National Core Studies (NCS) programme to conduct rapid, high priority, policy…
"
4498,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
What we would like from you....
"
4499,newMachine Learning Engineer,Harnham,"£60,000 - £70,000 a year",Cardiff,"
The role involves using machine learning to derive insight from unstructured mass text data to feed information to their AI platform for external clients.
"
4500,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
The ideal candidate has working experience in data from different sources and across several data platforms, experience with data lake and has a curious mind…
"
4501,Data Science Team Leader,Confused.com,,Cardiff,"
If you are passionate about driving business impacts through data and building a culture that leverage data smartly, then this might your new opportunity!
"
4502,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
The main purpose of this post is to develop a programme of research in medical statistics and/or health data science and co-lead our new MSc Programme in…
"
4503,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The HPN Research Group, which is part of the Smart Internet Lab and led by Professor Reza Nejabati, specialises in the application of advanced hardware and…
"
4504,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4505,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
4506,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4507,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4508,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4509,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
The successful candidate will have an established expertise and research trajectory in using and/or developing state of the art methods within the broader data…
"
4510,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Exposure to working with large, complex and messy data sets as well as different ways to handle and store data efficiently and effectively.
"
4511,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4512,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The Longitudinal Health and Wellbeing NCS (LHW NCS) is coordinating a UK-wide team conducting analyses of population-based longitudinal studies linked to…
"
4513,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
"
4514,newMachine Learning Engineer,Harnham,"£60,000 - £70,000 a year",Cardiff,"
The role involves using machine learning to derive insight from unstructured mass text data to feed information to their AI platform for external clients.
"
4515,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4516,Data Science Team Leader,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4517,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
You have a strong track record, evidenced by publications in high impact journals, in applying quantitative methods to the design, conduct and analysis of…
"
4518,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
4519,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4520,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
4521,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4522,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4523,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4524,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
The successful candidate will have an established expertise and research trajectory in using and/or developing state of the art methods within the broader data…
"
4525,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Exposure to working with large, complex and messy data sets as well as different ways to handle and store data efficiently and effectively.
"
4526,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4527,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The Longitudinal Health and Wellbeing NCS (LHW NCS) is coordinating a UK-wide team conducting analyses of population-based longitudinal studies linked to…
"
4528,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
"
4529,newMachine Learning Engineer,Harnham,"£60,000 - £70,000 a year",Cardiff,"
The role involves using machine learning to derive insight from unstructured mass text data to feed information to their AI platform for external clients.
"
4530,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4531,Data Science Team Leader,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4532,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
You have a strong track record, evidenced by publications in high impact journals, in applying quantitative methods to the design, conduct and analysis of…
"
4533,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
4534,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4535,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
We pledge ""to prove IT can make a real difference to our customer's businesses"".
We work hard to ensure we understand what our customers need from their…
"
4536,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4537,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4538,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4539,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
It also established the Jean Golding Institute, which is the central hub for data science and data-intensive research at the University of Bristol.
"
4540,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Our engineers, developers and data scientists share a passion for innovation and are dedicated to providing our customers with solutions that enable new…
"
4541,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4542,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The UK’s Chief Scientific Officer, Sir Patrick Vallance, established the COVID-19 National Core Studies (NCS) programme to conduct rapid, high priority, policy…
"
4543,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
What we would like from you....
"
4544,newMachine Learning Engineer,Harnham,"£60,000 - £70,000 a year",Cardiff,"
The role involves using machine learning to derive insight from unstructured mass text data to feed information to their AI platform for external clients.
"
4545,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
The ideal candidate has working experience in data from different sources and across several data platforms, experience with data lake and has a curious mind…
"
4546,Data Science Team Leader,Confused.com,,Cardiff,"
If you are passionate about driving business impacts through data and building a culture that leverage data smartly, then this might your new opportunity!
"
4547,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
The main purpose of this post is to develop a programme of research in medical statistics and/or health data science and co-lead our new MSc Programme in…
"
4548,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The HPN Research Group, which is part of the Smart Internet Lab and led by Professor Reza Nejabati, specialises in the application of advanced hardware and…
"
4549,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4550,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
4551,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4552,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4553,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4554,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
The successful candidate will have an established expertise and research trajectory in using and/or developing state of the art methods within the broader data…
"
4555,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Exposure to working with large, complex and messy data sets as well as different ways to handle and store data efficiently and effectively.
"
4556,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4557,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The Longitudinal Health and Wellbeing NCS (LHW NCS) is coordinating a UK-wide team conducting analyses of population-based longitudinal studies linked to…
"
4558,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
"
4559,newMachine Learning Engineer,Harnham,"£60,000 - £70,000 a year",Cardiff,"
The role involves using machine learning to derive insight from unstructured mass text data to feed information to their AI platform for external clients.
"
4560,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4561,Data Science Team Leader,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4562,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
You have a strong track record, evidenced by publications in high impact journals, in applying quantitative methods to the design, conduct and analysis of…
"
4563,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
4564,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4565,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
4566,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4567,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4568,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4569,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
The successful candidate will have an established expertise and research trajectory in using and/or developing state of the art methods within the broader data…
"
4570,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Exposure to working with large, complex and messy data sets as well as different ways to handle and store data efficiently and effectively.
"
4571,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4572,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The Longitudinal Health and Wellbeing NCS (LHW NCS) is coordinating a UK-wide team conducting analyses of population-based longitudinal studies linked to…
"
4573,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
"
4574,newMachine Learning Engineer,Harnham,"£60,000 - £70,000 a year",Cardiff,"
The role involves using machine learning to derive insight from unstructured mass text data to feed information to their AI platform for external clients.
"
4575,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4576,Data Science Team Leader,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4577,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
You have a strong track record, evidenced by publications in high impact journals, in applying quantitative methods to the design, conduct and analysis of…
"
4578,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
4579,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4580,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
4581,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4582,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4583,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4584,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
The successful candidate will have an established expertise and research trajectory in using and/or developing state of the art methods within the broader data…
"
4585,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Exposure to working with large, complex and messy data sets as well as different ways to handle and store data efficiently and effectively.
"
4586,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4587,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The Longitudinal Health and Wellbeing NCS (LHW NCS) is coordinating a UK-wide team conducting analyses of population-based longitudinal studies linked to…
"
4588,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
"
4589,newMachine Learning Engineer,Harnham,"£60,000 - £70,000 a year",Cardiff,"
The role involves using machine learning to derive insight from unstructured mass text data to feed information to their AI platform for external clients.
"
4590,Senior/Lead Data Scientist,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4591,Data Science Team Leader,Confused.com,,Cardiff,"
Data Visualisation - Tableau (development of dashboards and data sources, and for use in diagnostic analysis).
Machine Learning - AzureML, Keras, Data Bricks.
"
4592,Senior Lecturer in Medical Statistics (Co-Director MSc in Me...,University of Bristol,"£53,348 - £60,022 a year",Bristol BS8 1QU,"
You have a strong track record, evidenced by publications in high impact journals, in applying quantitative methods to the design, conduct and analysis of…
"
4593,Research Associate/ Senior Research Associate or Research Fe...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
Applied ML on programmable networks.
ML for resource network handling and control.
Applied ML on multi-access and mobile edge computing.
"
4594,Data Scientist,Cpl Life Sciences,,Cardiff,"
In terms of skills, we are looking for Data Scientists who has experience of creating and implementing complex data analytics as well as visualisations and…
"
4595,newTechnology Principal - Data and Analytics,Version 1,,Cardiff,"
Your CV shows technology leadership in the definition of best practices & repeatable methodologies in Data Engineering (including Data Storage, ETL, Data…
"
4596,Senior Data Scientist,Harnham,"£50,000 - £75,000 a year",Cardiff,"
This company has data and technology on centre stage in delivering market-leading products.
Experience working with unstructured data such as image, speech or…
"
4597,Data Science Analyst,Sopra Steria,"£32,000 a year",Newport NP10 8FZ,"
Programming and build (data science).
Data engineering and manipulation: significant experience building data pipelines at scale using a range of tools and…
"
4598,newSenior Data Scientist,Parity Professionals,£450 - £540 a day,Newport•Remote,"
Experience around the manipulation and analysis of complex high-volume and high-dimensionality data.
Familiarity around data engineering; designing algorithms,…
"
4599,Lecturer in Geographic Data Science,University of Bristol,"£44,706 - £50,296 a year",Bristol BS8 1QU,"
The successful candidate will have an established expertise and research trajectory in using and/or developing state of the art methods within the broader data…
"
4600,newMachine Learning Engineer,Toumetis,,Bristol BS1 6UX,"
Exposure to working with large, complex and messy data sets as well as different ways to handle and store data efficiently and effectively.
"
4601,newSenior Research Associate / Research Fellow in Health Data S...,University of Bristol,"£38,587 - £43,434 a year",Bristol BS8 1QU,"
We are seeking a talented postdoctoral scientist with expertise in biomedical data integration and analysis, data mining and/or causal inference.
"
4602,Research Associate or Senior Research Associate in Medical S...,University of Bristol,"£34,304 - £38,587 a year",Bristol BS8 1QU,"
The Longitudinal Health and Wellbeing NCS (LHW NCS) is coordinating a UK-wide team conducting analyses of population-based longitudinal studies linked to…
"
4603,Data Scientist (Credit),Starling Bank,,Cardiff,"
Strong data visualization and communication skills essential.
Used to data wrangling from semi-complex structures using SQL.
"
