,title,company,salary,location,summary
157,newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
158,newLecturer in Creative AI,University of York,"£40,927 - £50,296 a year",University of York,"
Examples of your expertise might include, but are not limited to: the design, development or analysis of data-driven media experiences (e.g. recommender systems…
"
159,Data Scientist/Machine Learning Engineer,Musiio,,Leeds,"
Investigate and asses new techniques for processing and understanding audio data.
Musiio launched in 2018, creating technologies that enable the Music Industry…
"
160,Machine Learning Engineer,Hiscox,,York,"
A robust understanding of core data engineering topics – ETL vs ELT, structured and unstructured data, data quality and data governance.
"
161,Analytics Manager,Hermes,"£50,000 - £55,000 a year",Morley,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
162,AI/Machine Learning Developer / Data Scientist,CRISP,,Leeds•Temporarily Remote,"
Understanding the underlying nature of our data and how best to design systems around it.
Applying the latest technologies to our data in order to create…
"
163,Technical Data Science Lead,Star Actuarial Futures,,Yorkshire,"
A key Star Actuarial client is looking to recruit into a role tasked with developing and implementing a pricing-focused data science strategy within an agile…
"
164,Lecturer in Machine Learning for Chemistry,University of York,"£40,927 - £50,296 a year",University of York,"
Specialist knowledge of applying machine learning / big data approaches to chemical problems.
They should have a strong background in chemistry but be advancing…
"
165,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
166,Analytics Manager,Marks Sattin,"£55,000 - £65,000 a year",Leeds,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
167,Data Science Personalisation Manager,ASDA,,Leeds LS11 5AD,"
Be confident extracting, querying and manipulating data from multiple sources; and working with data engineers to define requirements for data pipelines.
"
168,Fraud Analytics Manager,IPS Group,"£40,000 - £50,000 a year",Leeds,"
You will have 4 direct reports who will all work within fraud analytics from graduate level to experienced data scientists.
"
169,Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
170,Trials / Clinical Manager,Gios technologies,£600 - £650 a day,Leeds LS1 4AW•Remote,"
Discovery work to assess if NHS Digital data can be considered as source data for clinical trials.
Discovery/delivery of development of CT contracts which…
"
171,Senior People Analytics Specialist - Corporate L&D,Nestlé,"£45,000 - £60,000 a year",York,"
Demonstrated experience of successfully translating data into insights and excel in connecting with external environment and translating implications for people…
"
172,newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
173,newLecturer in Creative AI,University of York,"£40,927 - £50,296 a year",University of York,"
Examples of your expertise might include, but are not limited to: the design, development or analysis of data-driven media experiences (e.g. recommender systems…
"
174,Data Scientist/Machine Learning Engineer,Musiio,,Leeds,"
Investigate and asses new techniques for processing and understanding audio data.
Musiio launched in 2018, creating technologies that enable the Music Industry…
"
175,Machine Learning Engineer,Hiscox,,York,"
A robust understanding of core data engineering topics – ETL vs ELT, structured and unstructured data, data quality and data governance.
"
176,Analytics Manager,Hermes,"£50,000 - £55,000 a year",Morley,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
177,AI/Machine Learning Developer / Data Scientist,CRISP,,Leeds•Temporarily Remote,"
Understanding the underlying nature of our data and how best to design systems around it.
Applying the latest technologies to our data in order to create…
"
178,Technical Data Science Lead,Star Actuarial Futures,,Yorkshire,"
A key Star Actuarial client is looking to recruit into a role tasked with developing and implementing a pricing-focused data science strategy within an agile…
"
179,Lecturer in Machine Learning for Chemistry,University of York,"£40,927 - £50,296 a year",University of York,"
Specialist knowledge of applying machine learning / big data approaches to chemical problems.
They should have a strong background in chemistry but be advancing…
"
180,newData Scientist,Lumilinks,"£30,000 - £40,000 a year",United Kingdom•Remote,"
This job would suit a junior level data analyst/scientist with 2+ years SQL and/or visualisation experience.
You must have a keen interest in data understanding…
"
181,Analytics Manager,Marks Sattin,"£55,000 - £65,000 a year",Leeds,"
3+ years working with data and a strong idea on data transformation.
Experience of building data/analytical models.
Strong Microsoft Excel skills is a must.
"
182,Data Science Personalisation Manager,ASDA,,Leeds LS11 5AD,"
Be confident extracting, querying and manipulating data from multiple sources; and working with data engineers to define requirements for data pipelines.
"
183,Fraud Analytics Manager,IPS Group,"£40,000 - £50,000 a year",Leeds,"
You will have 4 direct reports who will all work within fraud analytics from graduate level to experienced data scientists.
"
184,Supply Chain Specialist - Data Science,WM Morrisons Supermarkets,,West Yorkshire,"
Supporting the data science team with data and basic modelling tasks including:
Creating data visualisations and possessing an understanding of how to display…
"
185,Trials / Clinical Manager,Gios technologies,£600 - £650 a day,Leeds LS1 4AW•Remote,"
Discovery work to assess if NHS Digital data can be considered as source data for clinical trials.
Discovery/delivery of development of CT contracts which…
"
186,Senior People Analytics Specialist - Corporate L&D,Nestlé,"£45,000 - £60,000 a year",York,"
Demonstrated experience of successfully translating data into insights and excel in connecting with external environment and translating implications for people…
"
187,newData Scientist/ Senior Modelling Analyst,Oscar Technology,"£55,000 - £55,001 a year",Huddersfield,"
Ensure that data from all sources are stored correctly allowing easy access for current needs as well as future use.
Salary - Up to £55,000 plus 10% bonus.
"
188,newLecturer in Creative AI,University of York,"£40,927 - £50,296 a year",University of York,"
Examples of your expertise might include, but are not limited to: the design, development or analysis of data-driven media experiences (e.g. recommender systems…
"
